Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2025-07-24 18:42,2025-07-24 20:25,"DB Shrugs",65,12,"",,,,Back,"Pull #2",
2025-07-24 18:42,2025-07-24 20:25,"DB Shrugs",70,12,"",,,,Back,"Pull #2",
2025-07-23 18:58,2025-07-23 20:25,"Inclined DB Flys",30,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Inclined DB Flys",30,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Inclined DB Flys",35,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Inclined DB Flys",40,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bench Press",25,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bench Press",35,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bench Press",35,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bench Press",40,12,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bench Press",45,8,"",,,,Chest,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bayesian Cable Curls",7.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bayesian Cable Curls",17.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bayesian Cable Curls",22.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Bayesian Cable Curls",22.5,10,"Long Partials",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Preacher Curls",0,15,"",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Preacher Curls",5,15,"",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Preacher Curls",10,15,"",,,,Biceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Skullcrusher",50,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Skullcrusher",50,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Skullcrusher",50,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Skullcrusher",60,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Cable Kickbacks",10,15,"",,,,Triceps,"Arms & Weak Point",
2025-07-23 18:58,2025-07-23 20:25,"Cable Kickbacks",15,15,"",,,,Triceps,"Arms & Weak Point",
2025-07-22 18:43,2025-07-22 20:00,"Lying Leg Curls",75,10,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Lying Leg Curls",75,10,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Lying Leg Curls",85,10,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Lying Leg Curls",100,10,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Lying Leg Curls",100,10,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hack Squats",45,8,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hack Squats",45,8,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hack Squats",80,8,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hack Squats",80,8,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hack Squats",90,8,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hip Adduction",40,12,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hip Adduction",70,12,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hip Adduction",85,12,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Hip Adduction",100,12,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Extensions",30,15,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Extensions",75,15,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Extensions",100,15,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Extensions",120,12,"",,,,Legs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Raises",25,12,"",,,,Abs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Raises",70,12,"",,,,Abs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Raises",70,12,"",,,,Abs,"Legs",
2025-07-22 18:43,2025-07-22 20:00,"Leg Raises",70,12,"",,,,Abs,"Legs",
2025-07-21 18:37,2025-07-21 20:31,"Dumbbell Lateral Raises",15,12,"",,,,Shoulders,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Dumbbell Lateral Raises",15,12,"",,,,Shoulders,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Dumbbell Lateral Raises",20,12,"",,,,Shoulders,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Dumbbell Lateral Raises",22.5,12,"",,,,Shoulders,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Dumbbell Lateral Raises",25,12,"",,,,Shoulders,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Incline Dumbbell Press",30,10,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Incline Dumbbell Press",40,10,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Incline Dumbbell Press",45,10,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Incline Dumbbell Press",55,10,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Incline Dumbbell Press",60,10,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Pec Deck",55,12,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Pec Deck",100,12,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Pec Deck",100,12,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Pec Deck",100,12,"",,,,Chest,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Overhead Cable Extension Bar",20,12,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Overhead Cable Extension Bar",35,12,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Overhead Cable Extension Bar",42.5,12,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Overhead Cable Extension Bar",42.5,12,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Barbell JM Press",0,12,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Barbell JM Press",5,12,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Barbell JM Press",5,15,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Barbell JM Press",5,15,"",,,,Triceps,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Cable Crunch",27.5,12,"",,,,Abs,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Cable Crunch",47.5,15,"",,,,Abs,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Cable Crunch",52.5,15,"",,,,Abs,"Push ",
2025-07-21 18:37,2025-07-21 20:31,"Cable Crunch",67.5,15,"",,,,Abs,"Push ",
2025-07-19 16:25,2025-07-19 18:13,"Cross-Body Lat Pull-Around",20,12,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cross-Body Lat Pull-Around",42.5,12,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cross-Body Lat Pull-Around",42.5,12,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cross-Body Lat Pull-Around",47.5,10,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Snatch-grip RDL",0,8,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Snatch-grip RDL",0,8,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Snatch-grip RDL",10,8,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Snatch-grip RDL",25,8,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Snatch-grip RDL",35,8,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Chest Supported T-Row",35,12,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Chest Supported T-Row",45,10,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Chest Supported T-Row",55,10,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Chest Supported T-Row",55,10,"with Long-Partials",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Lat Pushdowns",20,15,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Lat Pushdowns",42.5,15,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Lat Pushdowns",35,12,"",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Lat Pushdowns",35,12,"with long partials",,,,Back,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Hammer Preacher Curls",15,12,"",,,,Biceps,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Hammer Preacher Curls",20,12,"",,,,Biceps,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Hammer Preacher Curls",20,12,"",,,,Biceps,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Hammer Preacher Curls",20,12,"",,,,Biceps,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cable Face Pulls",30,12,"",,,,Shoulders,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cable Face Pulls",42.5,12,"",,,,Shoulders,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cable Face Pulls",42.5,12,"",,,,Shoulders,"Pull ",
2025-07-19 16:25,2025-07-19 18:13,"Cable Face Pulls",42.5,12,"",,,,Shoulders,"Pull ",
2025-07-18 18:20,2025-07-18 19:51,"Inclined DB Flys",27.5,12,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Inclined DB Flys",27.5,12,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Inclined DB Flys",35,12,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Inclined DB Flys",35,12,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Machine Chest Press",20,8,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Machine Chest Press",45,8,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Machine Chest Press",90,8,"",,,,Chest,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Skullcrusher",40,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Skullcrusher",50,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Skullcrusher",50,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Skullcrusher",50,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Kneeling Overhead Curl",7.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Kneeling Overhead Curl",17.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Kneeling Overhead Curl",22.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Kneeling Overhead Curl",22.5,12,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Tricep Diverging Pushdown",12.5,12,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Tricep Diverging Pushdown",37.5,10,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Tricep Diverging Pushdown",37.5,10,"",,,,Triceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Inclined Curls",12.5,15,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Inclined Curls",17.5,15,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Inclined Curls",20,10,"",,,,Biceps,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Cable Crunch",25,15,"",,,,Abs,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Cable Crunch",42.5,15,"",,,,Abs,"Arms & Weak Point",
2025-07-18 18:20,2025-07-18 19:51,"Cable Crunch",50,15,"",,,,Abs,"Arms & Weak Point",
2025-07-17 17:56,2025-07-17 19:31,"Lying Leg Curls",70,10,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Lying Leg Curls",70,10,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Lying Leg Curls",100,10,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Lying Leg Curls",100,10,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Lying Leg Curls",100,10,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",0,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",45,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",80,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",90,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",120,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",135,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press",160,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Smith Machine Lunges",0,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Smith Machine Lunges",0,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Smith Machine Lunges",25,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Smith Machine Lunges",25,8,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Hip Abduction",40,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Hip Abduction",55,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Hip Abduction",55,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Hip Abduction",65,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Extensions",25,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Extensions",85,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Extensions",100,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Extensions",115,10,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press Calf Press",0,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press Calf Press",0,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press Calf Press",10,12,"",,,,Legs,"Legs #2",
2025-07-17 17:56,2025-07-17 19:31,"Leg Press Calf Press",10,12,"",,,,Legs,"Legs #2",
2025-07-15 18:17,2025-07-15 20:04,"Machine Shoulder Press",25,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Machine Shoulder Press",25,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Machine Shoulder Press",45,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Machine Shoulder Press",75,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Machine Shoulder Press",90,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Cross-Body Cable Y Raise",5,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Cross-Body Cable Y Raise",15,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Cross-Body Cable Y Raise",15,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Cross-Body Cable Y Raise",15,12,"",,,,Shoulders,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Decline Barbell Press",0,12,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Decline Barbell Press",25,12,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Decline Barbell Press",25,12,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Decline Barbell Press",25,12,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Low to High Cable Fly ",2.5,20,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Low to High Cable Fly ",7.5,20,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Low to High Cable Fly ",12.5,20,"",,,,Chest,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"DB French Press",35,12,"",,,,Triceps,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"DB French Press",45,12,"",,,,Triceps,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"DB French Press",45,12,"",,,,Triceps,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"DB French Press",45,12,"",,,,Triceps,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Ab Wheel Rollout",0,10,"",,,,Abs,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Ab Wheel Rollout",0,10,"",,,,Abs,"Push #2",
2025-07-15 18:17,2025-07-15 20:04,"Ab Wheel Rollout",0,10,"",,,,Abs,"Push #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable Row",35,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable Row",70,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable Row",70,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable Row",70,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Lat Pull-down ",20,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Lat Pull-down ",70,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Lat Pull-down ",50,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Lat Pull-down ",42.5,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Zottoman Curl",10,12,"",,,,Biceps,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Zottoman Curl",17.5,12,"",,,,Biceps,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Zottoman Curl",17.5,12,"",,,,Biceps,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Zottoman Curl",22.5,12,"",,,,Biceps,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable reverse Fly",7.5,30,"5,4,3+",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable reverse Fly",12.5,25,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Cable reverse Fly",7.5,25,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Hyperextensions",0,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Hyperextensions",0,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"Hyperextensions",0,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Shrugs",60,12,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Shrugs",65,10,"",,,,Back,"Pull #2",
2025-07-14 18:58,2025-07-14 20:14,"DB Shrugs",60,10,"",,,,Back,"Pull #2",
2025-07-12 11:14,2025-07-12 13:17,"Inclined DB Flys",22.5,12,"",,,,Chest,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Inclined DB Flys",22.5,12,"",,,,Chest,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Inclined DB Flys",30,12,"",,,,Chest,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Inclined DB Flys",30,12,"",,,,Chest,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Inclined DB Flys",30,12,"",,,,Chest,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"DB Scott Curl",15,12,"",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"DB Scott Curl",15,12,"",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"DB Scott Curl",17.5,12,"",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"DB Scott Curl",17.5,12,"Long-length partials",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Skullcrusher",20,10,"",,,,Triceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Skullcrusher",50,10,"",,,,Triceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Skullcrusher",50,10,"",,,,Triceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Skullcrusher",50,10,"",,,,Triceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Bottom 2/3rd Ez Bar Curl",30,15,"",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Bottom 2/3rd Ez Bar Curl",40,15,"",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Bottom 2/3rd Ez Bar Curl",50,15,"",,,,Biceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Cable Kickbacks",7.5,15,"",,,,Triceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Cable Kickbacks",12.5,15,"",,,,Triceps,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Roman Chair Leg Raises",0,15,"",,,,Abs,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Roman Chair Leg Raises",0,15,"",,,,Abs,"Weak Point & Arms",
2025-07-12 11:14,2025-07-12 13:17,"Roman Chair Leg Raises",0,15,"",,,,Abs,"Weak Point & Arms",
2025-07-11 18:45,2025-07-11 19:43,"Lying Leg Curls",25,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Lying Leg Curls",70,10,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Lying Leg Curls",100,10,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Lying Leg Curls",100,10,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hip Abduction",40,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hip Abduction",40,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hip Abduction",50,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hip Abduction",65,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hack Squats",45,8,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hack Squats",25,8,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hack Squats",25,8,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hack Squats",45,8,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hack Squats",75,6,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Hack Squats",75,6,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Leg Extensions",25,15,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Leg Extensions",55,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Leg Extensions",100,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Leg Extensions",115,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Leg Extensions",115,10,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Calf Raises",45,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Calf Raises",75,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Calf Raises",75,12,"",,,,Legs,"Legs",
2025-07-11 18:45,2025-07-11 19:43,"Calf Raises",75,12,"",,,,Legs,"Legs",
2025-07-10 18:16,2025-07-10 19:27,"Behind-The-Back Lateral Raises",2.5,10,"",,,,Shoulders,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Behind-The-Back Lateral Raises",12.5,10,"",,,,Shoulders,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Behind-The-Back Lateral Raises",12.5,10,"",,,,Shoulders,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Behind-The-Back Lateral Raises",12.5,10," ",,,,Shoulders,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",30,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",30,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",30,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",30,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",35,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",35,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",40,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Incline Bench Press",40,10,"",,,,Chest,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Overhead Cable Extension Bar",10,8,"",,,,Triceps,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Overhead Cable Extension Bar",35,8,"",,,,Triceps,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Overhead Cable Extension Bar",42.5,8,"",,,,Triceps,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Overhead Cable Extension Bar",42.5,8,"",,,,Triceps,"Push",
2025-07-10 18:16,2025-07-10 19:27,"Tricep pushdown",20,10,"Bar",,,,Triceps,"Push",
